binance-usd;bitcoin;cardano;cdai;ethereum;heco-peg-xrp;matic-network;metabusdcoin;oec-binance-coin;polkadot;solana;tether
1.000597;19862.157760;0.498528;0.022025;1577.925293;0.332452;0.894383;3.564640;273.587423;7.564303;32.148581;1.000386
1.000465;19896.143950;0.498471;0.022065;1578.295525;0.331573;0.895147;3.579190;272.958648;7.584686;32.146938;1.000692
0.999937;19899.445700;0.491931;0.022050;1561.871301;0.326647;0.880803;3.542110;272.461067;7.522731;31.658073;1.000072
1.001327;19727.179370;0.492634;0.022048;1567.325517;0.327157;0.882608;3.551480;269.868464;7.519373;31.801732;0.999989
0.999709;19787.135400;0.488830;0.022112;1562.976252;0.324328;0.878486;3.531350;272.275983;7.474703;31.705969;1.000153
1.000081;19746.996270;0.488639;0.022061;1564.998150;0.326032;0.878686;3.538620;272.639994;7.494845;31.687217;1.000071
1.000420;19776.170110;0.488147;0.022071;1566.235601;0.324550;0.875556;3.530760;272.938511;7.518289;31.652012;1.000046
0.998044;19779.745220;0.484144;0.022060;1560.262199;0.325049;0.864530;3.510550;272.429204;7.448451;31.179539;0.997640
1.000673;19657.119800;0.486903;0.022083;1565.723095;0.325750;0.866982;3.523180;271.879809;7.483683;31.267998;1.000218
1.000289;19702.683920;0.490091;0.022059;1572.835535;0.324888;0.868075;3.532160;272.246363;7.518792;31.403478;1.000336
0.999650;19734.018320;0.490477;0.022071;1574.626283;0.325515;0.872292;3.531920;272.916489;7.505547;31.460799;0.999795
1.002354;19739.119450;0.492324;0.022068;1588.777793;0.325261;0.877067;3.545900;271.493296;7.547023;31.708236;1.001459
1.000338;19832.814330;0.492433;0.022041;1601.714122;0.326316;0.879300;3.554640;271.092237;7.525895;31.895709;1.000719
1.000259;19869.398460;0.492128;0.021979;1598.719002;0.328464;0.878117;3.546480;272.782825;7.485530;31.821066;1.000230
1.000270;19839.778550;0.492357;0.022054;1593.763482;0.328117;0.878196;3.525550;269.201534;7.426292;31.909532;1.000693
1.001207;19827.980770;0.489839;0.022052;1584.327866;0.330925;0.874944;3.597230;272.074821;7.315767;31.846800;1.000552
1.000345;19742.119280;0.489723;0.022052;1588.101833;0.331086;0.873203;3.955310;273.679489;7.283622;31.780286;1.000577
1.000702;19738.087010;0.496357;0.022061;1598.641460;0.331174;0.875073;3.958570;274.313799;7.314564;31.977712;1.000784
0.999885;19771.453570;0.496382;0.022054;1596.101453;0.332796;0.875004;3.980530;271.312132;7.323247;32.110341;1.000184
1.000134;19745.133860;0.497410;0.022070;1602.914536;0.333126;0.878147;4.002140;270.822114;7.342009;32.169054;1.000097
0.999904;19794.037090;0.498627;0.022044;1614.621343;0.333610;0.881757;4.019830;269.997822;7.352934;32.137851;0.998742
1.002360;19774.581450;0.504498;0.022049;1656.898019;0.342705;0.897369;4.105740;271.437857;7.537091;33.136112;1.000785
0.995226;20055.025460;0.498101;0.022080;1647.795924;0.331111;0.907243;4.093980;273.050691;7.543524;32.676420;0.997414
1.000666;19824.117200;0.494424;0.022054;1643.098701;0.333161;0.890089;4.051870;274.323663;7.553572;32.777264;0.999987
1.000100;19797.029730;0.498157;0.022036;1637.164622;0.334775;0.884517;4.037510;272.187642;7.521848;32.676823;1.000234
0.999791;19759.890570;0.499081;0.022055;1640.147633;0.332976;0.886189;4.081040;269.743772;7.526576;32.601659;1.000177
1.001645;19790.915230;0.507460;0.022083;1655.021046;0.335997;0.895658;4.093440;274.187551;7.580161;32.928787;1.001231
1.001211;19819.669760;0.508163;0.022102;1666.996824;0.333364;0.895953;4.100550;274.770452;7.606763;33.076192;1.000547
0.999434;19863.936970;0.503801;0.022121;1658.236146;0.334829;0.894013;4.076030;272.848702;7.582429;32.966760;0.999893
1.000897;19890.560860;0.502915;0.022042;1662.545429;0.332139;0.895193;4.080940;271.803839;7.608683;33.008495;1.000475
0.999916;19977.198520;0.501614;0.022052;1656.597372;0.331936;0.891954;4.031460;272.414948;7.609459;32.957448;1.000225
0.998889;19924.861390;0.502135;0.022034;1662.889883;0.332802;0.895405;4.039590;271.801965;7.643159;33.028957;0.999809
1.000459;19906.797560;0.500446;0.022051;1667.927236;0.334686;0.894970;4.027740;272.605869;7.618149;33.227535;0.999987
0.998107;19915.513360;0.498035;0.022076;1670.667168;0.335453;0.896488;4.017100;273.206625;7.588976;33.105459;0.999912
0.997302;19896.414580;0.495065;0.022062;1655.813725;0.331378;0.888516;4.011350;272.753885;7.542905;32.764752;1.000990
1.001156;19791.285050;0.495042;0.022091;1661.228573;0.332155;0.884780;4.027470;270.336140;7.557994;32.837399;0.999171
1.000013;19808.322200;0.496036;0.022120;1669.487467;0.331011;0.888833;4.034110;269.234381;7.586956;33.726368;1.000379
1.001766;19805.480430;0.496289;0.022026;1666.263251;0.331626;0.889752;4.030350;271.591812;7.546276;33.562124;1.000483
1.000261;19782.878350;0.473373;0.022066;1590.930683;0.325117;0.849636;3.867340;270.550988;7.117092;31.582753;1.002920
0.998649;19126.324370;0.469957;0.022073;1573.771600;0.321671;0.831543;3.821330;270.998960;6.965365;30.913720;0.999016
0.994908;18972.286370;0.468896;0.022048;1575.586931;0.324282;0.831300;3.824120;269.653147;6.942246;31.078681;1.000215
1.001871;18843.881250;0.467263;0.022011;1579.125802;0.321201;0.828720;3.811630;268.564407;6.927513;31.231669;0.999752
1.000271;18962.156930;0.465705;0.022057;1584.543269;0.321838;0.826709;3.801310;268.676688;6.926927;31.190845;1.000010
1.000877;18973.986610;0.468703;0.022075;1580.597911;0.324019;0.829836;3.805640;267.801963;6.935927;31.179329;0.999950
1.000330;18921.024360;0.464312;0.022070;1564.558954;0.322973;0.820567;3.798950;268.817429;6.892565;30.932571;1.000533
1.000986;18859.500090;0.462570;0.022078;1536.660294;0.321156;0.815220;3.793480;270.544264;6.911584;31.103456;0.999963
1.000601;18817.706130;0.460784;0.022058;1530.810973;0.318004;0.814835;3.787290;269.252889;6.917730;30.952396;1.000389
1.000374;18812.580120;0.456542;0.022116;1502.294331;0.314294;0.796112;3.755420;268.673370;6.827840;30.605439;0.999423
1.001222;18650.249850;0.461040;0.022096;1510.270543;0.318162;0.801769;3.781550;269.877316;6.873790;30.850630;1.000209
1.000874;18736.216510;0.460785;0.022051;1513.911499;0.314792;0.806128;3.799390;270.297472;6.921400;30.974049;1.000892
1.000223;18755.641840;0.461255;0.022094;1517.250044;0.316731;0.808224;3.794780;271.933021;6.910045;31.036345;1.001093
0.999763;18777.349020;0.464172;0.022059;1520.091003;0.315460;0.807908;3.789030;271.006182;6.919269;31.084201;0.999223
1.001103;18790.706900;0.465039;0.022062;1517.603428;0.318442;0.810379;3.798510;271.312658;6.967994;31.072337;0.999413
1.000945;18785.686390;0.465711;0.022001;1520.654036;0.319115;0.813194;3.805750;271.194261;6.987796;31.263683;1.000474
1.000668;18821.133160;0.462502;0.022066;1521.495298;0.321015;0.808920;3.806850;269.743195;6.961724;31.246616;1.000091
1.000410;18798.033440;0.463944;0.022007;1513.885065;0.320667;0.805757;3.785170;268.450616;6.982915;31.179770;1.000772
1.000506;18764.025040;0.462646;0.022090;1513.122646;0.320595;0.804855;3.786470;267.912117;6.973845;31.174065;1.000288
1.002347;18742.568980;0.461322;0.022065;1515.940093;0.321632;0.802677;3.801100;269.833926;7.017035;31.121281;1.000394
1.001817;18789.095400;0.465477;0.022079;1538.250508;0.323342;0.814602;3.822110;269.804044;7.051492;31.340203;0.999839
1.000453;18851.000050;0.466623;0.022068;1545.448141;0.320811;0.816059;3.843970;271.135980;7.129015;31.416048;0.999593
1.000330;18919.484590;0.467749;0.022032;1545.206422;0.324083;0.818557;3.820260;271.565838;7.113164;31.370094;1.000191
0.999931;18879.354990;0.468615;0.022055;1553.586831;0.325128;0.821637;3.844850;270.381140;7.114357;31.683697;1.000459
1.002055;18939.882860;0.471860;0.022050;1568.644516;0.326289;0.828687;3.868380;270.280669;7.171405;32.124727;0.999875
1.003268;19000.948570;0.473244;0.022061;1568.451448;0.328840;0.830528;3.882510;268.593236;7.154346;32.103684;0.996498
0.998621;19027.427390;0.472497;0.022052;1572.742202;0.331577;0.832610;3.892260;270.599829;7.140924;32.023553;0.999566
0.998104;19039.166100;0.477978;0.022070;1643.274504;0.333543;0.846342;3.992110;272.521269;7.236317;32.633707;0.995938
1.001630;19309.202070;0.478853;0.022067;1642.490992;0.332758;0.842791;4.032980;270.805946;7.238081;32.593955;1.000402
0.998246;19358.963460;0.477478;0.022086;1638.363000;0.336729;0.841108;4.001330;271.885192;7.226609;32.699053;1.000324
0.998997;19340.954890;0.479832;0.022035;1629.883231;0.336750;0.841214;4.016810;272.971537;7.199696;32.752401;1.000143
1.000402;19280.625480;0.477979;0.022068;1623.067521;0.333692;0.839091;4.010190;272.445302;7.203496;32.556440;1.000001
0.997905;19285.052530;0.476824;0.022026;1618.865747;0.333052;0.840189;4.044780;268.335137;7.178191;32.431118;1.000001
0.999647;19194.362050;0.477644;0.022024;1624.468417;0.330804;0.844066;4.058390;267.992097;7.191442;32.530722;1.000287
0.999725;19219.072820;0.476342;0.022068;1629.802444;0.332428;0.840490;4.053450;268.750271;7.181357;32.436246;1.000045
1.000238;19224.010230;0.476306;0.022059;1643.190240;0.332527;0.841287;4.052600;267.859758;7.187623;32.698218;0.999908
0.999854;19351.280760;0.474466;0.022063;1635.972775;0.333027;0.838362;4.039910;268.363927;7.178169;32.478182;1.000242
0.999613;19302.996280;0.474600;0.022031;1626.077789;0.332585;0.836966;4.030750;266.036864;7.158298;32.396625;0.999847
1.000473;19237.596370;0.470547;0.022107;1612.331472;0.330315;0.833324;4.014010;264.825964;7.124000;32.317222;1.000109
1.001279;19178.078480;0.473034;0.022047;1623.909570;0.333888;0.837955;4.036430;265.727744;7.127868;32.867128;0.999700
1.001423;19208.746870;0.471003;0.022033;1616.512092;0.330201;0.834061;4.025070;265.707139;7.117628;32.790577;1.000983
1.000553;19191.100450;0.472599;0.022087;1634.755496;0.331986;0.833267;4.051430;264.326015;7.197302;33.029085;1.000131
1.000795;19308.624330;0.472007;0.022072;1636.870702;0.333533;0.831997;4.002950;267.276181;7.235972;32.916149;1.000056
0.998150;19308.399720;0.467066;0.022063;1625.020394;0.330452;0.826145;3.978340;266.786851;7.182712;32.584826;0.999497
0.998872;19142.863840;0.470891;0.022060;1633.303989;0.334166;0.831625;3.993540;269.569513;7.193143;33.174766;0.998859
0.999773;19242.732670;0.473079;0.022054;1632.790092;0.334232;0.835539;3.955660;269.340322;7.201726;33.323095;0.999222
0.999860;19229.030210;0.471159;0.022068;1632.596543;0.334882;0.836794;3.950720;269.639507;7.257459;33.413223;1.000229
1.000137;19256.995260;0.470322;0.022100;1629.732152;0.332477;0.831214;3.938190;269.777463;7.221725;33.286736;1.000345
0.999200;19183.551650;0.471091;0.022066;1629.637076;0.333759;0.833358;3.970550;270.770816;7.259853;33.199526;1.000566
1.000556;19191.761010;0.473318;0.022023;1632.619516;0.335656;0.837264;3.991500;269.050533;7.284004;33.159049;1.001305
1.000177;19225.936280;0.474698;0.022068;1639.543360;0.340820;0.839522;3.966650;268.878556;7.327077;33.205305;0.997936
0.999163;19279.275110;0.480053;0.022124;1643.397588;0.340189;0.845225;3.995870;266.108301;7.436851;33.580971;0.999909
1.000165;19356.632690;0.477824;0.022080;1638.943901;0.342217;0.842274;3.997570;266.530785;7.417452;33.640024;1.000393
1.000663;19346.505170;0.478894;0.022062;1632.408351;0.342356;0.841467;3.983200;267.473100;7.388883;33.532005;1.000577
0.999767;19310.827710;0.479462;0.022045;1635.103073;0.343597;0.844787;3.976000;267.579724;7.387321;33.603487;1.000245
1.000418;19315.365290;0.483861;0.022029;1640.694342;0.342499;0.847903;3.987500;267.620485;7.432834;34.177188;1.000260
0.999388;19372.293930;0.483158;0.022072;1634.046650;0.341473;0.849648;3.985490;271.168942;7.422378;34.103436;0.999883
1.000467;19343.376620;0.482690;0.022093;1641.051035;0.343350;0.846176;4.142690;269.873946;7.442473;34.108397;1.000267
1.004724;19406.145810;0.488859;0.022109;1667.955280;0.345926;0.859378;4.190090;270.331347;7.543556;34.675481;1.000250
0.999898;19852.502410;0.492613;0.022073;1696.394637;0.350299;0.870194;4.252970;269.426564;7.604121;35.102351;0.999445
1.000403;20296.519260;0.491716;0.022098;1707.586145;0.353337;0.875117;4.258340;268.130115;7.641578;35.297257;1.000653
0.999640;20538.064530;0.490871;0.022098;1709.900082;0.359334;0.879703;4.266060;267.491017;7.615899;35.284944;0.999738
1.000227;20652.455660;0.492472;0.022041;1705.026936;0.360450;0.878715;4.287270;268.591101;7.698761;35.366326;1.000378
1.003968;20641.883800;0.495624;0.022066;1711.924210;0.351033;0.886864;4.296350;268.005212;7.828831;35.712669;1.001205
1.002146;20720.620550;0.494555;0.022073;1693.932351;0.352310;0.884950;4.256700;268.556276;7.763992;35.430511;0.999977
1.000263;20739.484030;0.498364;0.022055;1708.901642;0.356306;0.894270;4.294250;269.534002;7.855125;35.747170;1.001560
0.998782;21091.196710;0.495779;0.022072;1699.284262;0.354143;0.888967;4.289330;268.674563;7.788208;35.316281;1.000031
0.999046;20951.380180;0.501660;0.022100;1729.495846;0.354260;0.893832;4.309590;268.591946;7.874362;35.248217;0.999971
1.000892;21118.835180;0.495075;0.022054;1717.405290;0.350497;0.887004;4.271350;267.205015;7.820352;35.092170;1.000512
1.001695;20990.225900;0.495921;0.022081;1723.216319;0.348898;0.889079;4.304070;269.160813;7.787883;35.115922;1.000457
1.003343;21029.026410;0.495676;0.022058;1728.945536;0.350345;0.889564;4.275850;268.391274;7.812802;35.066342;1.002166
0.996452;21318.852780;0.492957;0.022030;1712.320385;0.347534;0.885157;4.285550;267.700677;7.874733;34.856394;1.000135
0.999533;21255.807250;0.490026;0.022023;1706.137990;0.345797;0.879819;4.838930;266.901833;7.752317;34.709570;1.000338
1.000677;21253.757340;0.491316;0.022084;1707.177584;0.346466;0.882243;4.944250;267.178052;7.698428;34.499744;1.000755
1.000016;21188.185440;0.494022;0.022060;1719.376311;0.350754;0.888446;5.223150;267.315273;7.732821;34.768889;1.000642
1.000738;21274.568500;0.496458;0.022041;1723.966496;0.350394;0.890972;4.999680;269.573342;7.770837;34.835429;1.000513
1.002257;21289.222880;0.494226;0.022030;1719.298702;0.347756;0.890535;4.702640;268.500732;7.771815;34.740682;1.002735
1.000374;21328.391210;0.497102;0.022069;1721.606725;0.354478;0.891840;4.534930;270.173119;7.763064;34.757201;0.999914
1.000086;21364.428820;0.502128;0.022052;1718.983551;0.358176;0.890997;4.374210;271.207468;7.767624;34.703333;1.000103
1.000957;21373.051880;0.503309;0.022014;1717.010268;0.359067;0.889299;4.355900;271.519833;7.773690;34.675019;1.001333
0.998629;21269.901460;0.516763;0.022058;1724.525669;0.354235;0.885557;4.365040;266.520702;7.766599;34.788514;0.999954
1.000470;21295.031300;0.521808;0.022047;1735.127141;0.357799;0.888178;4.365110;266.503007;7.769767;34.875022;1.000509
0.998934;21266.724440;0.518214;0.022012;1733.404087;0.358150;0.890511;4.356720;268.223116;7.729405;34.719163;0.999075
0.999929;21303.897880;0.512003;0.022054;1731.413541;0.357029;0.888319;4.350800;268.791360;7.751353;34.673116;1.000156
0.999275;21409.434590;0.514819;0.022054;1734.624582;0.355408;0.895757;4.376180;268.992358;7.823242;34.966200;1.000689
0.999596;21560.771470;0.517957;0.022033;1733.427875;0.361852;0.901643;4.377120;269.322820;7.828106;35.057387;0.999797
0.996536;21513.029500;0.506895;0.022068;1711.437731;0.350660;0.881147;4.299930;269.484882;7.678083;34.351523;0.999331
1.000436;21279.328580;0.511938;0.022025;1718.366668;0.354904;0.889434;4.315050;269.084354;7.720105;34.652428;1.000642
0.999671;21366.689770;0.512639;0.022034;1721.132285;0.353641;0.889477;4.334040;269.114083;7.729733;34.733565;1.000405
0.999801;21334.465850;0.511127;0.022087;1726.231786;0.354295;0.886648;4.306070;268.716319;7.687996;34.703456;1.000036
0.999817;21343.562320;0.515112;0.022111;1726.104640;0.355331;0.888590;4.302370;268.875305;7.699027;34.788764;1.000552
0.999796;21297.395640;0.518064;0.022061;1725.800703;0.354570;0.888672;4.285090;268.696988;7.708145;34.716883;0.999900
0.999343;21310.123590;0.513383;0.022055;1717.839262;0.354077;0.880859;4.141130;271.009843;7.631153;34.478058;0.999279
0.999488;21186.662390;0.513825;0.022025;1718.115597;0.355829;0.883859;4.094120;272.446682;7.648817;34.390236;1.000360
1.000976;21239.568500;0.516240;0.022048;1718.340284;0.356748;0.888668;4.067940;272.490273;7.657351;34.545268;1.001347
0.998358;21252.948020;0.510465;0.022063;1719.580739;0.352241;0.891179;4.071170;270.537452;7.693317;34.660628;0.998843
0.999697;21329.536150;0.510239;0.022055;1721.642801;0.352304;0.891030;4.069920;269.550996;7.675118;34.649752;1.000370
1.000863;21291.632210;0.508870;0.022042;1738.434251;0.356671;0.898287;4.106410;269.870505;7.698679;34.862161;1.000169
1.000805;21461.366920;0.508845;0.022064;1733.561286;0.356992;0.896337;4.110670;268.309903;7.683948;34.714437;0.997370
0.998738;21580.124110;0.509857;0.022055;1731.951792;0.356487;0.899426;4.111500;267.410834;7.693282;34.733856;1.000126
1.005864;21415.844500;0.512195;0.022055;1751.629824;0.358412;0.906798;4.144660;269.198732;7.735476;34.949730;1.003629
0.999274;21611.291720;0.514485;0.022034;1777.627435;0.359282;0.905590;4.149360;269.087081;7.760707;35.193351;0.998311
1.000963;21700.506220;0.512910;0.022048;1779.041094;0.360783;0.907069;4.180290;268.736849;7.792099;35.141139;1.001127
0.998849;21707.387320;0.512864;0.022050;1771.766439;0.360854;0.908195;4.147490;270.561449;7.772231;35.001401;0.999698
0.999394;21532.385740;0.513356;0.022064;1768.117149;0.359503;0.904447;4.130510;271.510039;7.783876;35.068284;0.999821
1.000299;21629.327400;0.511908;0.022056;1759.917726;0.357181;0.896674;4.130780;270.295893;7.746660;35.161163;1.001250
0.998738;21543.078110;0.512418;0.022021;1761.498574;0.354433;0.896922;4.098230;273.555819;7.724959;34.766582;0.999875
1.000432;21538.030520;0.511597;0.022177;1760.747392;0.357280;0.896582;4.112950;274.176083;7.743166;34.711980;1.000698
0.999763;21575.230040;0.513373;0.022052;1764.438286;0.355342;0.898501;4.096860;274.049207;7.731156;34.713279;1.000171
0.996396;21602.798200;0.505744;0.022080;1751.078319;0.354627;0.890423;4.081250;273.658564;7.673704;34.292132;0.999057
0.999668;21417.347670;0.512650;0.022072;1759.490631;0.356850;0.895087;4.106880;274.869958;7.702559;34.582916;0.999302
1.001127;21571.066260;0.518068;0.022039;1766.616649;0.354257;0.897227;4.140600;275.339193;7.727193;34.661674;1.000295
1.001035;21702.730060;0.514543;0.022057;1760.570157;0.355550;0.893103;4.106480;274.624065;7.693758;34.489914;1.000675
1.000895;21618.679210;0.513019;0.022011;1764.563253;0.356046;0.893045;4.103510;275.240787;7.718566;34.654079;1.002238
0.999492;21634.577990;0.515452;0.022035;1771.340168;0.357371;0.894223;4.115550;273.856263;7.702784;34.755548;1.002201
1.000026;21617.425280;0.516315;0.022023;1773.217541;0.357285;0.898592;4.144230;274.412459;7.829785;34.692383;0.999978
1.000160;21619.452130;0.510393;0.022120;1767.571898;0.354279;0.895970;4.153020;274.510140;7.789577;34.820651;1.000163
0.999638;21551.768690;0.509785;0.022055;1762.446352;0.357039;0.894112;4.143930;271.787478;7.730086;34.801980;1.000089
1.000619;21504.353580;0.511611;0.022054;1770.729541;0.357677;0.898125;4.155030;275.811327;7.735190;35.174129;0.999726
1.000577;21666.104200;0.514437;0.022063;1771.645769;0.357884;0.901462;4.164820;274.236446;7.786752;35.847577;0.999669
1.000799;21685.357080;0.513934;0.022044;1780.390912;0.360463;0.904431;4.209120;272.065556;7.801434;35.520313;1.004951
0.999594;21774.051160;0.511953;0.021997;1766.156881;0.355501;0.895393;4.155230;273.932046;7.732225;35.375839;0.999718
1.000707;21598.342720;0.511985;0.022021;1764.050016;0.356405;0.895103;4.155840;273.023607;7.729153;35.269683;1.000698
0.999167;21606.183950;0.508150;0.022065;1755.626513;0.356060;0.889335;4.142900;272.649036;7.675006;35.026331;0.998788
0.999102;21577.716810;0.506296;0.022245;1745.039207;0.351224;0.883015;4.130830;273.604068;7.646780;34.687749;0.999461
1.000877;21625.309170;0.506186;0.022022;1749.117796;0.353702;0.888818;4.162780;273.612783;7.660336;34.887664;1.000156
0.998815;21666.046560;0.510955;0.022033;1760.749204;0.350944;0.892264;4.151840;270.735672;7.679019;35.068230;0.998292
0.998593;21741.569830;0.502900;0.022086;1745.299346;0.353326;0.885636;4.137970;270.416010;7.626499;34.575268;1.000715
1.010433;21686.930130;0.515563;0.022011;1777.176570;0.357290;0.910034;4.184530;269.750232;7.828062;36.119133;1.001994
1.000460;22202.035750;0.508160;0.022097;1737.690406;0.351124;0.889000;4.141000;269.539218;7.683482;35.053182;1.002320
0.998164;21770.966430;0.501915;0.022081;1724.032784;0.347782;0.877072;4.124510;271.360666;7.594848;34.843288;0.998374
1.001337;21594.133230;0.504428;0.022121;1726.499029;0.347781;0.884111;4.132810;273.740619;7.653228;34.842685;1.000836
1.000016;21747.326260;0.505940;0.022070;1729.274646;0.350555;0.884591;4.138090;272.499364;7.667635;34.799931;1.000402
1.000701;21781.115330;0.506281;0.022051;1734.165567;0.350760;0.883912;4.137430;272.493150;7.690806;34.758351;0.999462
0.997403;21804.567470;0.509171;0.022072;1752.801391;0.350046;0.887208;4.162540;273.989573;7.731693;35.329688;0.996930
0.999354;22117.524210;0.512151;0.022073;1755.647095;0.357231;0.898883;4.185970;272.341172;7.836032;35.929163;1.000250
0.999686;22242.652540;0.515025;0.022056;1750.655946;0.355694;0.900587;4.177840;274.172053;7.967270;37.433929;1.000609
1.000377;22195.691180;0.514437;0.022036;1746.531098;0.354945;0.908051;4.216520;273.365546;7.975050;38.010720;1.001110
0.999803;22180.533790;0.515106;0.022068;1751.864674;0.353617;0.903817;4.212720;273.270254;7.911854;37.634346;1.000298
1.000554;22292.742910;0.515273;0.022134;1747.678093;0.355721;0.917513;4.190750;271.416484;7.938319;37.863005;1.000291
1.002835;22359.170070;0.516328;0.022092;1752.387514;0.356736;0.924833;4.218550;270.997841;8.001203;38.021931;1.000462
0.997073;22391.447260;0.514575;0.022059;1735.928744;0.354195;0.928470;4.177500;273.491719;7.911689;37.597443;0.999894
1.002394;22299.065740;0.506178;0.022010;1716.929387;0.355986;0.916173;4.144390;271.878870;7.743240;37.219860;1.004135
1.000857;22212.649800;0.502649;0.022112;1715.586644;0.351832;0.912813;4.132060;274.703086;7.683806;37.323621;1.000996
1.000733;22252.105140;0.506860;0.022049;1723.716798;0.351922;0.921929;4.110410;272.355514;7.723918;37.459839;1.000380
0.999377;22321.900310;0.506060;0.022059;1729.990675;0.353461;0.928287;4.125510;272.666682;7.705345;37.672083;1.000433
1.000924;22331.951410;0.506832;0.022083;1727.238533;0.357213;0.934440;4.131920;271.861910;7.746155;37.671210;1.000683
1.000555;22423.594380;0.510242;0.022049;1725.101232;0.356333;0.937340;4.110910;275.418107;7.767250;37.749922;0.999633
1.000910;22399.936220;0.507600;0.022057;1717.644513;0.357760;0.930232;4.100010;272.161556;7.686459;37.537159;1.000717
1.000585;22360.688960;0.503271;0.021980;1707.142131;0.355542;0.924289;4.081740;275.499481;7.656011;37.243026;0.999156
0.999797;22306.587580;0.500770;0.021988;1712.947991;0.356765;0.928827;4.097070;276.933327;7.645002;37.373183;0.998753
1.000022;22338.565600;0.497898;0.022229;1688.964207;0.355910;0.922824;4.150270;277.526375;7.589982;37.040605;1.000404
0.998332;22235.574210;0.496162;0.022071;1693.317245;0.355209;0.919508;4.161360;277.473160;7.533241;37.097162;0.998197
1.001299;22190.421670;0.496633;0.022017;1706.609346;0.354123;0.931205;4.215790;286.489489;7.588857;37.908135;0.999015
1.001234;22265.723210;0.497644;0.022044;1713.520895;0.350915;0.936475;4.221480;286.951628;7.592846;38.699608;1.000159
1.000520;22214.487820;0.497522;0.022062;1717.507573;0.355243;0.935998;4.218550;285.452897;7.592282;38.215656;1.000695
0.999942;22300.279120;0.500393;0.022091;1719.529117;0.354710;0.932670;4.243060;284.958932;7.624895;38.397348;1.000435
0.997036;22407.932670;0.501487;0.022064;1707.552379;0.356677;0.924286;4.241170;288.346460;7.653367;38.292455;1.004022
1.000378;22342.923780;0.503080;0.022066;1716.457498;0.356176;0.930929;4.262480;286.649793;7.674227;38.576102;1.000967
0.999137;22297.662350;0.501300;0.021980;1712.693873;0.355071;0.925483;4.223980;286.827535;7.621651;38.205535;0.999277
0.999953;22219.098490;0.501867;0.022045;1724.036336;0.354724;0.922766;4.238140;282.389629;7.651387;38.433703;1.000678
1.002560;22402.410010;0.503039;0.022039;1734.494621;0.353162;0.930807;4.258270;282.676427;7.761549;38.551554;1.000491
0.997955;22534.613720;0.504391;0.022096;1736.282149;0.356862;0.930200;4.273530;283.235955;7.885159;38.400608;1.000491
0.994945;22526.940730;0.477524;0.022097;1645.620164;0.342545;0.881506;4.126360;284.907610;7.438935;36.124423;1.004190
0.995468;21610.403190;0.472242;0.022059;1601.453848;0.339614;0.860032;4.085740;286.709370;7.295026;35.492649;1.000333
1.000846;21316.015850;0.468716;0.022072;1594.240208;0.338539;0.856975;4.123460;283.956768;7.267107;35.051020;1.003107
0.998520;21067.366530;0.470309;0.022086;1593.616384;0.337927;0.853655;4.121550;283.363445;7.239727;34.735567;1.000137
1.000404;20864.167330;0.473102;0.022078;1607.920711;0.340570;0.861554;4.136150;283.090784;7.253224;35.017907;1.000304
1.000100;20773.203590;0.475825;0.022092;1621.091020;0.341442;0.873011;4.149860;286.426213;7.241079;34.967258;1.001451
1.006238;20792.143450;0.466057;0.022001;1577.475495;0.339754;0.849542;4.070460;288.944446;7.210090;34.194457;1.007748
1.001401;20253.463310;0.470362;0.022001;1602.472765;0.337473;0.856640;4.097440;288.185971;7.156348;34.068663;0.998342
1.000260;20276.183450;0.472548;0.022094;1615.979445;0.337423;0.860937;4.115860;296.840900;7.185929;34.141296;1.001653
0.999043;20310.327150;0.468960;0.022036;1590.950500;0.334809;0.854782;4.082040;287.334009;7.110401;33.848056;0.998338
0.997588;20100.219820;0.466974;0.022093;1587.550515;0.331096;0.849409;4.067990;285.689412;7.077449;33.378217;0.998119
0.999919;20187.072460;0.464504;0.022032;1573.205214;0.331659;0.846389;4.081660;290.687804;7.070613;32.995377;0.999815
0.998734;20177.750740;0.467294;0.022052;1570.883026;0.333306;0.850803;4.081890;292.662436;7.094922;33.133702;0.998847
1.000305;20162.350570;0.468959;0.022055;1581.212229;0.332702;0.854778;4.081220;288.470282;7.135965;33.437822;0.999534
0.999763;20287.312260;0.472221;0.022067;1595.857492;0.333118;0.862283;4.099620;287.836328;7.186393;33.680027;0.998944
0.999063;20408.345340;0.473038;0.022094;1601.651729;0.332751;0.861710;4.110710;287.216587;7.192536;33.568146;1.000266
1.001726;20318.191610;0.474669;0.022115;1619.691815;0.333498;0.865740;4.136120;287.525775;7.218360;33.858264;0.999893
1.001296;20402.591300;0.474973;0.022123;1616.628338;0.335551;0.864311;4.132490;288.095695;7.210426;33.720380;1.001504
0.998911;20356.429710;0.471886;0.022086;1609.296915;0.334272;0.856775;4.071160;287.784036;7.159847;33.372305;0.999512
1.000022;20243.112740;0.472591;0.022128;1611.258293;0.335562;0.855712;4.048430;288.382521;7.145222;33.181192;1.001818
0.999924;20241.214740;0.471488;0.022025;1599.048761;0.334368;0.857803;4.060180;289.493260;7.156612;33.479398;0.997692
1.000088;20348.208950;0.473365;0.022078;1602.495467;0.334774;0.859969;4.067490;289.985948;7.186036;33.489026;1.000051
1.000613;20340.244010;0.474512;0.022054;1602.428337;0.336062;0.858790;4.066610;290.694502;7.199724;33.597449;1.000939
